,botanist,images,last_watered,name,origin_location,plant_id,recording_taken,scientific_name,soil_moisture,temperature,error
897,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/medium/533092219_8da73ba0d2_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/og/533092219_8da73ba0d2_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/regular/533092219_8da73ba0d2_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2961_ficus_elastica/small/533092219_8da73ba0d2_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2961_ficus_elastica/thumbnail/533092219_8da73ba0d2_b.jpg'}","Mon, 05 Aug 2024 13:55:19 GMT",Ficus Elastica,"['30.75545', '20.22625', 'Ajdabiya', 'LY', 'Africa/Tripoli']",30,2024-08-06 11:23:44,['Ficus elastica'],28.816085101289133,14.505290581584857,
898,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:05:43 GMT",Sansevieria Trifasciata,"['23.29549', '113.82465', 'Licheng', 'CN', 'Asia/Shanghai']",31,2024-08-06 11:23:43,['Sansevieria trifasciata'],22.806734532692303,13.355494205043984,
899,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:29:54 GMT",Philodendron Hederaceum,"['52.47774', '10.5511', 'Gifhorn', 'DE', 'Europe/Berlin']",32,2024-08-06 11:23:45,['Philodendron hederaceum'],25.217596867793247,10.60375486420007,
900,,,,,,33,,,,,plant sensor fault
901,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/medium/24798632751_3a039ecbc6_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/og/24798632751_3a039ecbc6_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/regular/24798632751_3a039ecbc6_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/small/24798632751_3a039ecbc6_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/thumbnail/24798632751_3a039ecbc6_b.jpg'}","Mon, 05 Aug 2024 13:44:15 GMT",Aglaonema Commutatum,"['41.15612', '1.10687', 'Reus', 'ES', 'Europe/Madrid']",34,2024-08-06 11:23:41,['Aglaonema commutatum'],24.009343465886943,13.404559149246346,
902,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:32:46 GMT",Monstera Deliciosa,"['-32.45242', '-71.23106', 'La Ligua', 'CL', 'America/Santiago']",35,2024-08-06 11:23:43,['Monstera deliciosa'],22.352287974333663,12.918217860618155,
903,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:09:55 GMT",Tacca Integrifolia,"['32.54044', '-82.90375', 'Dublin', 'US', 'America/New_York']",36,2024-08-06 11:23:43,['Tacca integrifolia'],28.168577907894743,12.298655965802755,
904,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}",,"Mon, 05 Aug 2024 14:23:43 GMT",Psychopsis Papilio,"['30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata']",37,2024-08-06 11:23:42,,28.000780704761908,11.082250232949185,
905,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:46:06 GMT",Saintpaulia Ionantha,"['-6.8', '39.25', 'Magomeni', 'TZ', 'Africa/Dar_es_Salaam']",38,2024-08-06 11:23:42,['Saintpaulia ionantha'],27.575065136744186,11.065445472221963,
906,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:18:23 GMT",Gaillardia,"['36.24624', '139.07204', 'Fujioka', 'JP', 'Asia/Tokyo']",39,2024-08-06 11:23:43,['Gaillardia aestivalis'],24.456912782089546,13.393599166602723,
907,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:05:38 GMT",Amaryllis,"['44.92801', '4.8951', 'Valence', 'FR', 'Europe/Paris']",40,2024-08-06 11:23:42,['Hippeastrum (group)'],29.12716116173752,9.078485591564007,
908,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/1457_caladium_bicolor/medium/25575875658_d782fb76f1_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/1457_caladium_bicolor/og/25575875658_d782fb76f1_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1457_caladium_bicolor/regular/25575875658_d782fb76f1_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1457_caladium_bicolor/small/25575875658_d782fb76f1_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1457_caladium_bicolor/thumbnail/25575875658_d782fb76f1_b.jpg'}","Mon, 05 Aug 2024 13:45:13 GMT",Caladium Bicolor,"['22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata']",41,2024-08-06 11:23:46,['Caladium bicolor'],27.319880882462684,11.747076363335431,
909,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'medium_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/medium/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'original_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/og/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/regular/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'small_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/small/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/thumbnail/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg'}","Mon, 05 Aug 2024 14:49:43 GMT",Chlorophytum Comosum,"['41.57439', '24.71204', 'Smolyan', 'BG', 'Europe/Sofia']",42,2024-08-06 11:23:43,"[""Chlorophytum comosum 'Vittatum'""]",28.532128551158294,9.857572357674268,
910,,,,,,43,,,,,plant on loan to another museum
911,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/917_araucaria_heterophylla/medium/49833684212_2aff9d7b3c_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/917_araucaria_heterophylla/og/49833684212_2aff9d7b3c_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/917_araucaria_heterophylla/regular/49833684212_2aff9d7b3c_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/917_araucaria_heterophylla/small/49833684212_2aff9d7b3c_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/917_araucaria_heterophylla/thumbnail/49833684212_2aff9d7b3c_b.jpg'}","Mon, 05 Aug 2024 13:32:40 GMT",Araucaria Heterophylla,"['20.22816', '-103.5687', 'Zacoalco de Torres', 'MX', 'America/Mexico_City']",44,2024-08-06 11:23:40,['Araucaria heterophylla'],25.01361225929456,15.172487539417927,
912,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}",,"Mon, 05 Aug 2024 14:04:23 GMT",Begonia,"['33.95015', '-118.03917', 'South Whittier', 'US', 'America/Los_Angeles']",45,2024-08-06 11:23:40,"[""Begonia 'Art Hodes'""]",25.766900076402322,8.996823936727598,
913,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:12:39 GMT",Medinilla Magnifica,"['-13.7804', '34.4587', 'Salima', 'MW', 'Africa/Blantyre']",46,2024-08-06 11:23:41,['Medinilla magnifica'],29.776837348987115,13.312116526445198,
914,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/1477_calliandra_haematocephala/medium/52063600268_834ebc0538_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/1477_calliandra_haematocephala/og/52063600268_834ebc0538_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1477_calliandra_haematocephala/regular/52063600268_834ebc0538_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1477_calliandra_haematocephala/small/52063600268_834ebc0538_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1477_calliandra_haematocephala/thumbnail/52063600268_834ebc0538_b.jpg'}","Mon, 05 Aug 2024 13:30:18 GMT",Calliandra Haematocephala,"['37.49223', '15.07041', 'Catania', 'IT', 'Europe/Rome']",47,2024-08-06 11:23:39,['Calliandra haematocephala'],-12.573208652857133,13.339063045663684,
915,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:31:09 GMT",Zamioculcas Zamiifolia,"['14.14989', '121.3152', 'Calauan', 'PH', 'Asia/Manila']",48,2024-08-06 11:23:40,['Zamioculcas zamiifolia'],26.610161132812493,14.890045030879989,
916,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/medium/33253726791_980c738a1e_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/og/33253726791_980c738a1e_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/regular/33253726791_980c738a1e_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/small/33253726791_980c738a1e_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2193_crassula_ovata/thumbnail/33253726791_980c738a1e_b.jpg'}","Mon, 05 Aug 2024 14:02:15 GMT",Crassula Ovata,"['17.94979', '-94.91386', 'Acayucan', 'MX', 'America/Mexico_City']",49,2024-08-06 11:23:41,['Crassula ovata'],25.280137097181736,9.382032435366957,
917,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'medium_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/medium/2560px-Epipremnum_aureum_31082012.jpg', 'original_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/og/2560px-Epipremnum_aureum_31082012.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/regular/2560px-Epipremnum_aureum_31082012.jpg', 'small_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/small/2560px-Epipremnum_aureum_31082012.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/thumbnail/2560px-Epipremnum_aureum_31082012.jpg'}","Mon, 05 Aug 2024 14:03:04 GMT",Epipremnum Aureum,"['-19.32556', '-41.25528', 'Resplendor', 'BR', 'America/Sao_Paulo']",50,2024-08-06 11:23:40,['Epipremnum aureum'],25.6182584966118,13.161207674421036,
918,,,,,,51,,,,,plant sensor fault
919,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'medium_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/medium/2560px-Epipremnum_aureum_31082012.jpg', 'original_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/og/2560px-Epipremnum_aureum_31082012.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/regular/2560px-Epipremnum_aureum_31082012.jpg', 'small_url': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/small/2560px-Epipremnum_aureum_31082012.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2773_epipremnum_aureum/thumbnail/2560px-Epipremnum_aureum_31082012.jpg'}","Mon, 05 Aug 2024 14:03:04 GMT",Epipremnum Aureum,"['-19.32556', '-41.25528', 'Resplendor', 'BR', 'America/Sao_Paulo']",0,2024-08-06 11:23:51,['Epipremnum aureum'],25.607146766698932,28.639625143986844,
920,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}",,"Mon, 05 Aug 2024 13:54:32 GMT",Venus flytrap,"['33.95015', '-118.03917', 'South Whittier', 'US', 'America/Los_Angeles']",1,2024-08-06 11:23:51,,23.859225838582688,12.028124998876184,
921,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}",,"Mon, 05 Aug 2024 14:10:54 GMT",Corpse flower,"['7.65649', '4.92235', 'Efon-Alaaye', 'NG', 'Africa/Lagos']",2,2024-08-06 11:23:51,,30.502281200181983,9.120925155976492,
922,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}",,"Mon, 05 Aug 2024 14:50:16 GMT",Rafflesia arnoldii,"['-19.32556', '-41.25528', 'Resplendor', 'BR', 'America/Sao_Paulo']",3,2024-08-06 11:23:52,,28.898613903938525,9.990683265997916,
923,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}",,"Mon, 05 Aug 2024 13:16:25 GMT",Black bat flower,"['13.70167', '-89.10944', 'Ilopango', 'SV', 'America/El_Salvador']",4,2024-08-06 11:23:49,,20.830458630218686,11.323772724258504,
924,"{'email': 'carl.linnaeus@lnhm.co.uk', 'name': 'Carl Linnaeus', 'phone': '(146)994-1635x35992'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:56:18 GMT",Pitcher plant,"['22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata']",5,2024-08-06 11:23:56,['Sarracenia catesbaei'],30.31358368874173,11.181887217499527,
925,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:35:35 GMT",Wollemi pine,"['43.86682', '-79.2663', 'Markham', 'CA', 'America/Toronto']",6,2024-08-06 11:23:58,['Wollemia nobilis'],27.244048944392958,10.962497343664907,
926,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 13:23:01 GMT",Bird of paradise,"['5.27247', '-3.59625', 'Bonoua', 'CI', 'Africa/Abidjan']",8,2024-08-06 11:23:51,"[""Heliconia schiedeana 'Fire and Ice'""]",21.222428232604372,11.517889018943595,
927,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'medium_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'original_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'regular_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'small_url': 'https://perenual.com/storage/image/upgrade_access.jpg', 'thumbnail': 'https://perenual.com/storage/image/upgrade_access.jpg'}","Mon, 05 Aug 2024 14:12:43 GMT",Cactus,"['50.9803', '11.32903', 'Weimar', 'DE', 'Europe/Berlin']",9,2024-08-06 11:23:50,['Pereskia grandifolia'],26.31145767826088,10.594301591820221,
928,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}",,"Mon, 05 Aug 2024 13:04:57 GMT","Dragon tree,","['43.50891', '16.43915', 'Split', 'HR', 'Europe/Zagreb']",10,2024-08-06 11:23:57,,22.526222461909356,13.946369501481348,
929,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/1007_asclepias_curassavica/medium/51757177616_7ca0baaa87_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/1007_asclepias_curassavica/og/51757177616_7ca0baaa87_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1007_asclepias_curassavica/regular/51757177616_7ca0baaa87_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1007_asclepias_curassavica/small/51757177616_7ca0baaa87_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1007_asclepias_curassavica/thumbnail/51757177616_7ca0baaa87_b.jpg'}","Mon, 05 Aug 2024 13:37:24 GMT",Asclepias Curassavica,"['20.88953', '-156.47432', 'Kahului', 'US', 'Pacific/Honolulu']",11,2024-08-06 11:23:54,['Asclepias curassavica'],26.600268573970027,9.45800707270599,
930,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}",,"Mon, 05 Aug 2024 13:13:51 GMT",Brugmansia X Candida,"['32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago']",12,2024-08-06 11:23:55,,21.606348617878197,28.76899324853043,
931,"{'email': 'eliza.andrews@lnhm.co.uk', 'name': 'Eliza Andrews', 'phone': '(846)669-6651x75948'}",,"Mon, 05 Aug 2024 13:36:47 GMT",Canna ‘Striata’,"['49.68369', '8.61839', 'Bensheim', 'DE', 'Europe/Berlin']",13,2024-08-06 11:23:53,,28.114690153987155,14.614962022558018,
932,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/2015_colocasia_esculenta/medium/24325097844_14719030a3_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/2015_colocasia_esculenta/og/24325097844_14719030a3_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2015_colocasia_esculenta/regular/24325097844_14719030a3_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2015_colocasia_esculenta/small/24325097844_14719030a3_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2015_colocasia_esculenta/thumbnail/24325097844_14719030a3_b.jpg'}","Mon, 05 Aug 2024 14:17:54 GMT",Colocasia Esculenta,"['29.65163', '-82.32483', 'Gainesville', 'US', 'America/New_York']",14,2024-08-06 11:23:55,['Colocasia esculenta'],28.54056193320791,13.1285152504066,
933,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}",,"Mon, 05 Aug 2024 13:45:31 GMT",Cuphea ‘David Verity’,"['36.08497', '9.37082', 'Siliana', 'TN', 'Africa/Tunis']",15,2024-08-06 11:23:56,,23.621865022549017,9.97594870878759,
934,"{'email': 'gertrude.jekyll@lnhm.co.uk', 'name': 'Gertrude Jekyll', 'phone': '001-481-273-3691x127'}","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'medium_url': 'https://perenual.com/storage/species_image/2868_euphorbia_cotinifolia/medium/51952243235_061102bd05_b.jpg', 'original_url': 'https://perenual.com/storage/species_image/2868_euphorbia_cotinifolia/og/51952243235_061102bd05_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2868_euphorbia_cotinifolia/regular/51952243235_061102bd05_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2868_euphorbia_cotinifolia/small/51952243235_061102bd05_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2868_euphorbia_cotinifolia/thumbnail/51952243235_061102bd05_b.jpg'}","Mon, 05 Aug 2024 13:50:40 GMT",Euphorbia Cotinifolia,"['40.93121', '-73.89875', 'Yonkers', 'US', 'America/New_York']",16,2024-08-06 11:23:58,['Euphorbia cotinifolia'],-10.855454259999988,13.28176215156871,
